"Permutation","Count"
"BSLightingShaderProperty|FaceTint|SPF1=2151683841|SPF2=100663329","2"
"BSLightingShaderProperty|Default|SPF1=2151711496|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=169","2"
"BSEffectShaderProperty|Default|SPF1=2147483658|SPF2=160","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=129","2"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=40","2"
"BSLightingShaderProperty|Default|SPF1=2151678722|SPF2=ZBuffer_Write","2"
"BSEffectShaderProperty|Default|SPF1=2348810256|SPF2=40","2"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=137","2"
"BSEffectShaderProperty|Default|SPF1=3221225576|SPF2=48","2"
"BSEffectShaderProperty|Default|SPF1=2147483984|SPF2=0","2"
"BSEffectShaderProperty|Default|SPF1=2684354642|SPF2=1073742000","2"
"BSEffectShaderProperty|Default|SPF1=2684354570|SPF2=1073741857","2"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=Vertex_Colors","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=2097281","2"
"BSEffectShaderProperty|Default|SPF1=2147483650|SPF2=33","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=97","2"
"BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741857","2"
"BSEffectShaderProperty|Default|SPF1=2684354722|SPF2=1073741872","2"
"BSEffectShaderProperty|Default|SPF1=3758096434|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=0","2"
"BSEffectShaderProperty|Default|SPF1=3758096458|SPF2=1073741872","2"
"BSLightingShaderProperty|Default|SPF1=2151677971|SPF2=17","2"
"BSLightingShaderProperty|Default|SPF1=2353004808|SPF2=41","2"
"BSLightingShaderProperty|HairTint|SPF1=2353004569|SPF2=2097184","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=17","2"
"BSEffectShaderProperty|Default|SPF1=2147483842|SPF2=Vertex_Colors","2"
"BSLightingShaderProperty|Default|SPF1=2151678721|SPF2=67108865","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=2097281","2"
"BSLightingShaderProperty|Default|SPF1=2151677954|SPF2=161","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=209","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005441|SPF2=41","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=Vertex_Colors","2"
"BSEffectShaderProperty|Default|SPF1=3221225824|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=129","2"
"BSLightingShaderProperty|HairTint|SPF1=2353267211|SPF2=2097201","2"
"BSEffectShaderProperty|Default|SPF1=2684354768|SPF2=1073741952","2"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741840","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151809667|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151776768|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=1073741857","2"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=161","2"
"BSLightingShaderProperty|Default|SPF1=2151677952|SPF2=129","2"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741984","2"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=41","2"
"BSEffectShaderProperty|Default|SPF1=2348810368|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=2684354608|SPF2=Effect_Lighting","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678475|SPF2=33554545","2"
"BSEffectShaderProperty|Default|SPF1=2684354632|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2353005321|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=69206049","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151711241|SPF2=48","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678720|SPF2=97","2"
"BSEffectShaderProperty|Default|SPF1=2147483738|SPF2=48","2"
"BSLightingShaderProperty|GlowShader|SPF1=2688548865|SPF2=193","2"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741953","2"
"BSLightingShaderProperty|Default|SPF1=2151678209|SPF2=33","2"
"BSLightingShaderProperty|HairTint|SPF1=2353266691|SPF2=2097185","2"
"BSLightingShaderProperty|HairTint|SPF1=2353004561|SPF2=2097184","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=ZBuffer_Write","2"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=24","2"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=536870961","2"
"BSEffectShaderProperty|Default|SPF1=3758096736|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=49","2"
"BSEffectShaderProperty|Default|SPF1=2684354784|SPF2=1073741856","2"
"BSEffectShaderProperty|Default|SPF1=3221225472|SPF2=56","2"
"BSEffectShaderProperty|Default|SPF1=3758096640|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=25","2"
"BSEffectShaderProperty|Default|SPF1=2147483656|SPF2=161","2"
"BSLightingShaderProperty|Default|SPF1=2151678728|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2151776256|SPF2=49","2"
"BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=25","2"
"BSEffectShaderProperty|Default|SPF1=2684354616|SPF2=1073741872","2"
"BSLightingShaderProperty|Default|SPF1=2151677954|SPF2=17","2"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741969","2"
"BSEffectShaderProperty|Default|SPF1=2147483824|SPF2=48","2"
"BSEffectShaderProperty|Default|SPF1=0|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=129","2"
"BSLightingShaderProperty|Default|SPF1=2151678721|SPF2=536870961","2"
"BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=41","2"
"BSLightingShaderProperty|Default|SPF1=2151678728|SPF2=41","2"
"BSEffectShaderProperty|Default|SPF1=3758096384|SPF2=1073741857","1"
"BSLightingShaderProperty|Default|SPF1=2889875968|SPF2=40","1"
"BSLightingShaderProperty|Default|SPF1=2151678466|SPF2=33","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=67108993","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678849|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=33554609","1"
"BSLightingShaderProperty|Default|SPF1=2151678466|SPF2=17","1"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=Vertex_Colors","1"
"BSEffectShaderProperty|Default|SPF1=3221225528|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2147483778|SPF2=Vertex_Colors","1"
"BSEffectShaderProperty|Default|SPF1=3758096464|SPF2=1073741840","1"
"BSEffectShaderProperty|Default|SPF1=2684354656|SPF2=1073741825","1"
"BSLightingShaderProperty|Default|SPF1=2151776776|SPF2=33","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151677953|SPF2=225","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=33554433","1"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=41","1"
"BSEffectShaderProperty|Default|SPF1=3221225552|SPF2=176","1"
"BSEffectShaderProperty|Default|SPF1=3221225546|SPF2=160","1"
"BSEffectShaderProperty|Default|SPF1=External_Emittance|SPF2=1073741856","1"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=33554481","1"
"BSEffectShaderProperty|Default|SPF1=2684354576|SPF2=1073741872","1"
"BSLightingShaderProperty|GlowShader|SPF1=2688548864|SPF2=97","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=69206017","1"
"BSEffectShaderProperty|Default|SPF1=2147483856|SPF2=0","1"
"BSLightingShaderProperty|Default|SPF1=2151711243|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=185","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=129","1"
"BSLightingShaderProperty|Default|SPF1=2151776257|SPF2=ZBuffer_Write","1"
"BSEffectShaderProperty|Default|SPF1=2348810250|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2684354578|SPF2=1073741856","1"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=145","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2147483968|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=1073741984","1"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=Vertex_Colors","1"
"BSEffectShaderProperty|Default|SPF1=3221225480|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2147484000|SPF2=0","1"
"BSEffectShaderProperty|Default|SPF1=3221225480|SPF2=40","1"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=129","1"
"BSEffectShaderProperty|Default|SPF1=2147483760|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2147483840|SPF2=Double_Sided","1"
"BSLightingShaderProperty|HairTint|SPF1=2353266699|SPF2=2097185","1"
"BSLightingShaderProperty|Default|SPF1=2353004809|SPF2=41","1"
"BSLightingShaderProperty|Default|SPF1=2353004555|SPF2=57","1"
"BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=Effect_Lighting","1"
"BSEffectShaderProperty|Default|SPF1=2684354576|SPF2=1073741984","1"
"BSEffectShaderProperty|Default|SPF1=2684354570|SPF2=1073741984","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=134217761","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=67109025","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678080|SPF2=161","1"
"BSEffectShaderProperty|Default|SPF1=2147483696|SPF2=49","1"
"BSEffectShaderProperty|Default|SPF1=3758096384|SPF2=1073741825","1"
"BSEffectShaderProperty|Default|SPF1=2684354744|SPF2=1073741872","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=169","1"
"BSEffectShaderProperty|Default|SPF1=2684420288|SPF2=1073741856","1"
"BSLightingShaderProperty|EyeEnvmap|SPF1=2151678593|SPF2=35651585","1"
"BSEffectShaderProperty|Default|SPF1=2684354624|SPF2=1073741873","1"
"BSEffectShaderProperty|Default|SPF1=2684354768|SPF2=Effect_Lighting","1"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741968","1"
"BSEffectShaderProperty|Default|SPF1=2147483680|SPF2=0","1"
"BSEffectShaderProperty|Default|SPF1=2684354706|SPF2=Effect_Lighting","1"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=185","1"
"BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=Effect_Lighting","1"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=177","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=67109057","1"
"BSLightingShaderProperty|Default|SPF1=2151776265|SPF2=41","1"
"BSLightingShaderProperty|Default|SPF1=2151678729|SPF2=536870961","1"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2152727041|SPF2=33","1"
"BSLightingShaderProperty|Default|SPF1=2353005067|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2147483688|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678083|SPF2=177","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=160","1"
"BSEffectShaderProperty|Default|SPF1=2684354560|SPF2=1073741825","1"
"BSEffectShaderProperty|Default|SPF1=2348810280|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|Default|SPF1=2151776264|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2684354632|SPF2=1073741872","1"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=67109025","1"
"BSLightingShaderProperty|Default|SPF1=2151678721|SPF2=69206049","1"
"BSLightingShaderProperty|Default|SPF1=2151682561|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=137","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=Transform_Changed","1"
"BSLightingShaderProperty|GlowShader|SPF1=2688549377|SPF2=67108929","1"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=17","1"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=40","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549505|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=Skinned|SPF2=129","1"
"BSEffectShaderProperty|Default|SPF1=2147483792|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2147483800|SPF2=33","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151678473|SPF2=67108961","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=33554433","1"
"BSEffectShaderProperty|Default|SPF1=3221225536|SPF2=176","1"
"BSLightingShaderProperty|HairTint|SPF1=2151678481|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2684354704|SPF2=Effect_Lighting","1"
"BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741873","1"
"BSEffectShaderProperty|Default|SPF1=3758096576|SPF2=1073741968","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=67108865","1"
"BSEffectShaderProperty|Default|SPF1=3221225552|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=0","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678603|SPF2=49","1"
"BSEffectShaderProperty|Default|SPF1=2684354602|SPF2=1073741872","1"
"BSLightingShaderProperty|HairTint|SPF1=2353267211|SPF2=2097185","1"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=161","1"
"BSLightingShaderProperty|Default|SPF1=2151682563|SPF2=67108865","1"
"BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=49","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=33554433","1"
"BSEffectShaderProperty|Default|SPF1=2147483770|SPF2=176","1"
"BSEffectShaderProperty|Default|SPF1=2147483722|SPF2=176","1"
"BSEffectShaderProperty|Default|SPF1=2684354722|SPF2=1073742000","1"
"BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=49","1"
"BSEffectShaderProperty|Default|SPF1=2147483728|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|FaceTint|SPF1=2151679491|SPF2=33554561","1"
"BSEffectShaderProperty|Default|SPF1=3758096392|SPF2=1073741872","1"
"BSEffectShaderProperty|Default|SPF1=2147483728|SPF2=Double_Sided","1"
"BSEffectShaderProperty|Default|SPF1=2684354640|SPF2=1073741856","1"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=67108865","1"
"BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=67109025","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678592|SPF2=129","1"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=161","1"
"BSLightingShaderProperty|Default|SPF1=2151677952|SPF2=161","1"
"BSEffectShaderProperty|Default|SPF1=3221225568|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=129","1"
"BSLightingShaderProperty|Default|SPF1=2353004554|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2151677961|SPF2=67109025","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678849|SPF2=134217729","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678857|SPF2=67108897","1"
"BSLightingShaderProperty|GlowShader|SPF1=2353005057|SPF2=65","1"
"BSEffectShaderProperty|Default|SPF1=2684354592|SPF2=1073741840","1"
"BSLightingShaderProperty|Default|SPF1=2151711235|SPF2=33","1"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=161","1"
"BSLightingShaderProperty|HairTint|SPF1=2353004571|SPF2=2097184","1"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741985","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=2097153","1"
"BSEffectShaderProperty|Default|SPF1=2684354560|SPF2=1073741857","1"
"BSEffectShaderProperty|Default|SPF1=2147483840|SPF2=160","1"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=2097185","1"
"BSEffectShaderProperty|Default|SPF1=2147484016|SPF2=0","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=Vertex_Colors","1"
"BSEffectShaderProperty|Default|SPF1=2147483850|SPF2=48","1"
"BSLightingShaderProperty|Default|SPF1=2151711235|SPF2=49","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678089|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741857","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=97","1"
"BSLightingShaderProperty|Default|SPF1=2151677971|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2684354624|SPF2=1073741825","1"
"BSLightingShaderProperty|HairTint|SPF1=205783041|SPF2=2097185","1"
"BSLightingShaderProperty|Default|SPF1=2151682571|SPF2=100663297","1"
"BSEffectShaderProperty|Default|SPF1=3221225504|SPF2=56","1"
"BSEffectShaderProperty|Default|SPF1=2147483672|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=3221225490|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2684354768|SPF2=1073741856","1"
"BSLightingShaderProperty|Default|SPF1=2151678466|SPF2=161","1"
"BSLightingShaderProperty|HairTint|SPF1=2151940611|SPF2=2097201","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678849|SPF2=67108897","1"
"BSLightingShaderProperty|Default|SPF1=2353004552|SPF2=169","1"
"BSEffectShaderProperty|Default|SPF1=2147483698|SPF2=160","1"
"BSEffectShaderProperty|Default|SPF1=74|SPF2=161","1"
"BSLightingShaderProperty|Default|SPF1=2353004546|SPF2=4194481","1"
"BSLightingShaderProperty|Default|SPF1=2353005065|SPF2=177","1"
"BSEffectShaderProperty|Default|SPF1=2147483656|SPF2=0","1"
"BSLightingShaderProperty|SkinTint|SPF1=2153775619|SPF2=145","1"
"BSEffectShaderProperty|Default|SPF1=2151677960|SPF2=33","1"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=56","1"
"BSEffectShaderProperty|Default|SPF1=2684420480|SPF2=1073741840","1"
"BSEffectShaderProperty|Default|SPF1=2684354760|SPF2=1073741872","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353037441|SPF2=41","1"
"BSEffectShaderProperty|Default|SPF1=2684354626|SPF2=1073741872","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005449|SPF2=33","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=41","1"
"BSEffectShaderProperty|Default|SPF1=2684420544|SPF2=1073741856","1"
"BSLightingShaderProperty|Default|SPF1=2151711241|SPF2=33","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678083|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2151682571|SPF2=67108865","1"
"BSLightingShaderProperty|Default|SPF1=2151710728|SPF2=48","1"
"BSLightingShaderProperty|Default|SPF1=2151682563|SPF2=67108897","1"
"BSLightingShaderProperty|Default|SPF1=2151678489|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2151677961|SPF2=536870961","1"
"BSEffectShaderProperty|Default|SPF1=2348810248|SPF2=56","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678594|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678848|SPF2=33","1"
"BSLightingShaderProperty|Default|SPF1=2151711232|SPF2=Vertex_Colors","1"
"BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741840","1"
"BSLightingShaderProperty|EyeEnvmap|SPF1=2151678593|SPF2=ZBuffer_Write","1"
"BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741969","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678851|SPF2=67108865","1"
"BSLightingShaderProperty|Default|SPF1=2151710729|SPF2=48","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=35651585","1"
"BSEffectShaderProperty|Default|SPF1=2147483688|SPF2=48","1"
"BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741825","1"
"BSLightingShaderProperty|Default|SPF1=2151711240|SPF2=48","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678592|SPF2=49","1"
"BSEffectShaderProperty|Default|SPF1=2684354800|SPF2=1073741872","1"
"BSEffectShaderProperty|Default|SPF1=3221225840|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|Default|SPF1=2353005064|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=49","1"
"BSLightingShaderProperty|FaceTint|SPF1=2151679489|SPF2=161","1"
"BSEffectShaderProperty|Default|SPF1=2147483650|SPF2=176","1"
"BSLightingShaderProperty|Default|SPF1=2353004800|SPF2=41","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005193|SPF2=67109041","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151682691|SPF2=ZBuffer_Write","1"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=161","1"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=176","1"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005193|SPF2=67108913","1"
"BSEffectShaderProperty|Default|SPF1=2348810248|SPF2=48","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=Transform_Changed","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678609|SPF2=177","1"
"BSLightingShaderProperty|Default|SPF1=2151682818|SPF2=ZBuffer_Write","1"
"BSEffectShaderProperty|Default|SPF1=3221225552|SPF2=Double_Sided","1"
"BSEffectShaderProperty|Default|SPF1=3758096416|SPF2=1073741873","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004673|SPF2=17","1"
"BSEffectShaderProperty|Default|SPF1=2147483666|SPF2=160","1"
"BSLightingShaderProperty|Default|SPF1=2151678720|SPF2=129","1"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=570425393","1"
"BSEffectShaderProperty|Default|SPF1=3221225528|SPF2=Vertex_Colors","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678849|SPF2=161","1"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=25","1"
"BSEffectShaderProperty|Default|SPF1=2147483714|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=193","1"
"BSLightingShaderProperty|GlowShader|SPF1=2688549393|SPF2=65","1"
"BSLightingShaderProperty|GlowShader|SPF1=2688549387|SPF2=113","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004675|SPF2=40","1"
"BSLightingShaderProperty|Default|SPF1=2353004546|SPF2=ZBuffer_Write","1"
"BSEffectShaderProperty|Default|SPF1=3221225840|SPF2=0","1"
"BSLightingShaderProperty|Default|SPF1=2152202754|SPF2=17","1"
"BSEffectShaderProperty|Default|SPF1=2684355008|SPF2=1073741856","1"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=536871089","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=67108865","1"
"BSLightingShaderProperty|Default|SPF1=2353005058|SPF2=33554481","1"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=57","1"
"BSLightingShaderProperty|GlowShader|SPF1=2688549395|SPF2=97","1"
"BSEffectShaderProperty|Default|SPF1=2147483776|SPF2=161","1"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549523|SPF2=ZBuffer_Write","1"
"BSLightingShaderProperty|Default|SPF1=2151677954|SPF2=33","1"
"BSLightingShaderProperty|GlowShader|SPF1=2151677954|SPF2=225","1"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741856","1"
